Experiment 2: tidybot-opt11-strips using gapdb heuristic with 5000 probes



instance_name: p01_F_4.csv

A*:		{(0_gapdb, 539),(1_gapdb, 539),(2_gapdb, 539),(3_gapdb, 539),(4_gapdb, 539),(5_gapdb, 539),(6_gapdb, 539),(7_gapdb, 539),(8_lmcut, 539),(9_gapdb, 539),(10_gapdb, 539),(11_ipdb, 539),}
ss:		{(0_gapdb, 252.002),(1_gapdb, 252.002),(2_gapdb, 252.002),(3_gapdb, 252.002),(4_gapdb, 252.002),(5_gapdb, 252.002),(6_gapdb, 252.002),(7_gapdb, 252.002),(8_lmcut, 252.002),(9_gapdb, 252.002),(10_gapdb, 252.002),(11_ipdb, 252.002),}

Measure_1:

-A* h1/h2
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1

-ss h1/h2
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1

Measure_2:
- The heuristics that have the similar ratio are:
	(h1     ,h2     ):	fracss	-	fracastar	=	diff
	(3_gapdb, 4_gapdb):	1	-	1	=	0
	(3_gapdb, 5_gapdb):	1	-	1	=	0
	(3_gapdb, 6_gapdb):	1	-	1	=	0
	(3_gapdb, 7_gapdb):	1	-	1	=	0
	(3_gapdb, 8_lmcut):	1	-	1	=	0
	(3_gapdb, 9_gapdb):	1	-	1	=	0
	(3_gapdb, 10_gapdb):	1	-	1	=	0
	(3_gapdb, 11_ipdb):	1	-	1	=	0
	(4_gapdb, 0_gapdb):	1	-	1	=	0
	(4_gapdb, 1_gapdb):	1	-	1	=	0
	(4_gapdb, 2_gapdb):	1	-	1	=	0
	(4_gapdb, 3_gapdb):	1	-	1	=	0
	(4_gapdb, 5_gapdb):	1	-	1	=	0
	(4_gapdb, 6_gapdb):	1	-	1	=	0
	(4_gapdb, 7_gapdb):	1	-	1	=	0
	(4_gapdb, 8_lmcut):	1	-	1	=	0
	(4_gapdb, 9_gapdb):	1	-	1	=	0
	(4_gapdb, 10_gapdb):	1	-	1	=	0
	(4_gapdb, 11_ipdb):	1	-	1	=	0
	(5_gapdb, 0_gapdb):	1	-	1	=	0
	(5_gapdb, 1_gapdb):	1	-	1	=	0
	(5_gapdb, 2_gapdb):	1	-	1	=	0
	(5_gapdb, 3_gapdb):	1	-	1	=	0
	(5_gapdb, 4_gapdb):	1	-	1	=	0
	(5_gapdb, 6_gapdb):	1	-	1	=	0
	(5_gapdb, 7_gapdb):	1	-	1	=	0
	(5_gapdb, 8_lmcut):	1	-	1	=	0
	(5_gapdb, 9_gapdb):	1	-	1	=	0
	(5_gapdb, 10_gapdb):	1	-	1	=	0
	(5_gapdb, 11_ipdb):	1	-	1	=	0
	(6_gapdb, 0_gapdb):	1	-	1	=	0
	(6_gapdb, 1_gapdb):	1	-	1	=	0
	(6_gapdb, 2_gapdb):	1	-	1	=	0
	(6_gapdb, 3_gapdb):	1	-	1	=	0
	(6_gapdb, 4_gapdb):	1	-	1	=	0
	(6_gapdb, 5_gapdb):	1	-	1	=	0
	(6_gapdb, 7_gapdb):	1	-	1	=	0
	(6_gapdb, 8_lmcut):	1	-	1	=	0
	(6_gapdb, 9_gapdb):	1	-	1	=	0
	(6_gapdb, 10_gapdb):	1	-	1	=	0
	(6_gapdb, 11_ipdb):	1	-	1	=	0
	(7_gapdb, 0_gapdb):	1	-	1	=	0
	(7_gapdb, 1_gapdb):	1	-	1	=	0
	(7_gapdb, 2_gapdb):	1	-	1	=	0
	(7_gapdb, 3_gapdb):	1	-	1	=	0
	(7_gapdb, 4_gapdb):	1	-	1	=	0
	(7_gapdb, 5_gapdb):	1	-	1	=	0
	(7_gapdb, 6_gapdb):	1	-	1	=	0
	(7_gapdb, 8_lmcut):	1	-	1	=	0
	(7_gapdb, 9_gapdb):	1	-	1	=	0
	(7_gapdb, 10_gapdb):	1	-	1	=	0
	(7_gapdb, 11_ipdb):	1	-	1	=	0
	(8_lmcut, 0_gapdb):	1	-	1	=	0
	(8_lmcut, 1_gapdb):	1	-	1	=	0
	(8_lmcut, 2_gapdb):	1	-	1	=	0
	(8_lmcut, 3_gapdb):	1	-	1	=	0
	(8_lmcut, 4_gapdb):	1	-	1	=	0
	(8_lmcut, 5_gapdb):	1	-	1	=	0
	(8_lmcut, 6_gapdb):	1	-	1	=	0
	(8_lmcut, 7_gapdb):	1	-	1	=	0
	(8_lmcut, 9_gapdb):	1	-	1	=	0
	(8_lmcut, 10_gapdb):	1	-	1	=	0
	(8_lmcut, 11_ipdb):	1	-	1	=	0
	(9_gapdb, 0_gapdb):	1	-	1	=	0
	(9_gapdb, 1_gapdb):	1	-	1	=	0
	(9_gapdb, 2_gapdb):	1	-	1	=	0
	(9_gapdb, 3_gapdb):	1	-	1	=	0
	(9_gapdb, 4_gapdb):	1	-	1	=	0
	(9_gapdb, 5_gapdb):	1	-	1	=	0
	(9_gapdb, 6_gapdb):	1	-	1	=	0
	(9_gapdb, 7_gapdb):	1	-	1	=	0
	(9_gapdb, 8_lmcut):	1	-	1	=	0
	(9_gapdb, 10_gapdb):	1	-	1	=	0
	(9_gapdb, 11_ipdb):	1	-	1	=	0
	(10_gapdb, 0_gapdb):	1	-	1	=	0
	(10_gapdb, 1_gapdb):	1	-	1	=	0
	(10_gapdb, 2_gapdb):	1	-	1	=	0
	(10_gapdb, 3_gapdb):	1	-	1	=	0
	(10_gapdb, 4_gapdb):	1	-	1	=	0
	(10_gapdb, 5_gapdb):	1	-	1	=	0
	(10_gapdb, 6_gapdb):	1	-	1	=	0
	(10_gapdb, 7_gapdb):	1	-	1	=	0
	(10_gapdb, 8_lmcut):	1	-	1	=	0
	(10_gapdb, 9_gapdb):	1	-	1	=	0
	(10_gapdb, 11_ipdb):	1	-	1	=	0
	(11_ipdb, 0_gapdb):	1	-	1	=	0
	(11_ipdb, 1_gapdb):	1	-	1	=	0
	(11_ipdb, 2_gapdb):	1	-	1	=	0
	(11_ipdb, 3_gapdb):	1	-	1	=	0
	(11_ipdb, 4_gapdb):	1	-	1	=	0
	(11_ipdb, 5_gapdb):	1	-	1	=	0
	(11_ipdb, 6_gapdb):	1	-	1	=	0
	(11_ipdb, 7_gapdb):	1	-	1	=	0
	(11_ipdb, 8_lmcut):	1	-	1	=	0
	(11_ipdb, 9_gapdb):	1	-	1	=	0
	(11_ipdb, 10_gapdb):	1	-	1	=	0

Measure_3:
	-h1(12):		SS		A*
	0_gapdb		252.002		539
	10_gapdb		252.002		539
	11_ipdb		252.002		539
	1_gapdb		252.002		539
	2_gapdb		252.002		539
	3_gapdb		252.002		539
	4_gapdb		252.002		539
	5_gapdb		252.002		539
	6_gapdb		252.002		539
	7_gapdb		252.002		539
	8_lmcut		252.002		539
	9_gapdb		252.002		539

	-h2(12):		SS		A*
	0_gapdb		252.002		539
	10_gapdb		252.002		539
	11_ipdb		252.002		539
	1_gapdb		252.002		539
	2_gapdb		252.002		539
	3_gapdb		252.002		539
	4_gapdb		252.002		539
	5_gapdb		252.002		539
	6_gapdb		252.002		539
	7_gapdb		252.002		539
	8_lmcut		252.002		539
	9_gapdb		252.002		539



instance_name: p02_F_28.csv

A*:		{(0_gapdb, 2.57911e+06),(1_gapdb, 2.57911e+06),(2_ipdb, 2.57911e+06),(3_gapdb, 2.57911e+06),(4_gapdb, 2.57911e+06),(5_gapdb, 2.57911e+06),(6_gapdb, 2.57911e+06),(7_gapdb, 2.57911e+06),(8_gapdb, 2.57911e+06),(9_gapdb, 2.57911e+06),(11_gapdb, 2.57911e+06),}
ss:		{(0_gapdb, 1.73397e+12),(1_gapdb, 1.73397e+12),(2_ipdb, 1.29807e+09),(3_gapdb, 1.73397e+12),(4_gapdb, 1.73397e+12),(5_gapdb, 1.73397e+12),(6_gapdb, 1.40219e+10),(7_gapdb, 1.73397e+12),(8_gapdb, 1.73397e+12),(9_gapdb, 1.73397e+12),(10_lmcut, 1.84865e+06),(11_gapdb, 1.73397e+12),}


instance_name: p03_F_16.csv

A*:		{(0_ipdb, 58389),(1_gapdb, 58389),(2_gapdb, 58389),(3_gapdb, 58389),(4_gapdb, 58389),(5_gapdb, 58389),(6_gapdb, 58389),(7_gapdb, 58389),(8_lmcut, 58139),(9_gapdb, 58389),(10_gapdb, 58389),(11_gapdb, 58389),}
ss:		{(0_ipdb, 1.64267e+06),(1_gapdb, 7.40421e+08),(2_gapdb, 3.56916e+07),(3_gapdb, 7.40421e+08),(4_gapdb, 7.40421e+08),(5_gapdb, 7.40421e+08),(6_gapdb, 7.40421e+08),(7_gapdb, 7.40421e+08),(8_lmcut, 81253.1),(9_gapdb, 7.40421e+08),(10_gapdb, 7.40421e+08),(11_gapdb, 7.40421e+08),}

Measure_1:

-A* h1/h2
	1	1	1	1	1	1	1	1	1.0043	1	1	1
	1	1	1	1	1	1	1	1	1.0043	1	1	1
	1	1	1	1	1	1	1	1	1.0043	1	1	1
	1	1	1	1	1	1	1	1	1.0043	1	1	1
	1	1	1	1	1	1	1	1	1.0043	1	1	1
	1	1	1	1	1	1	1	1	1.0043	1	1	1
	1	1	1	1	1	1	1	1	1.0043	1	1	1
	1	1	1	1	1	1	1	1	1.0043	1	1	1
	0.995718	0.995718	0.995718	0.995718	0.995718	0.995718	0.995718	0.995718	1	0.995718	0.995718	0.995718
	1	1	1	1	1	1	1	1	1.0043	1	1	1
	1	1	1	1	1	1	1	1	1.0043	1	1	1
	1	1	1	1	1	1	1	1	1.0043	1	1	1

-ss h1/h2
	1	0.00221857	0.0460241	0.00221857	0.00221857	0.00221857	0.00221857	0.00221857	20.2167	0.00221857	0.00221857	0.00221857
	450.741	1	20.745	1	1	1	1	1	9112.52	1	1	1
	21.7277	0.0482045	1	0.0482045	0.0482045	0.0482045	0.0482045	0.0482045	439.264	0.0482045	0.0482045	0.0482045
	450.741	1	20.745	1	1	1	1	1	9112.52	1	1	1
	450.741	1	20.745	1	1	1	1	1	9112.52	1	1	1
	450.741	1	20.745	1	1	1	1	1	9112.52	1	1	1
	450.741	1	20.745	1	1	1	1	1	9112.52	1	1	1
	450.741	1	20.745	1	1	1	1	1	9112.52	1	1	1
	0.0494639	0.000109739	0.00227653	0.000109739	0.000109739	0.000109739	0.000109739	0.000109739	1	0.000109739	0.000109739	0.000109739
	450.741	1	20.745	1	1	1	1	1	9112.52	1	1	1
	450.741	1	20.745	1	1	1	1	1	9112.52	1	1	1
	450.741	1	20.745	1	1	1	1	1	9112.52	1	1	1

Measure_2:
- The heuristics that have the similar ratio are:
	(h1     ,h2     ):	fracss	-	fracastar	=	diff
	(1_gapdb, 3_gapdb):	1	-	1	=	0
	(1_gapdb, 4_gapdb):	1	-	1	=	0
	(1_gapdb, 5_gapdb):	1	-	1	=	0
	(1_gapdb, 6_gapdb):	1	-	1	=	0
	(1_gapdb, 7_gapdb):	1	-	1	=	0
	(1_gapdb, 9_gapdb):	1	-	1	=	0
	(1_gapdb, 10_gapdb):	1	-	1	=	0
	(1_gapdb, 11_gapdb):	1	-	1	=	0
	(3_gapdb, 1_gapdb):	1	-	1	=	0
	(3_gapdb, 4_gapdb):	1	-	1	=	0
	(3_gapdb, 5_gapdb):	1	-	1	=	0
	(3_gapdb, 6_gapdb):	1	-	1	=	0
	(3_gapdb, 7_gapdb):	1	-	1	=	0
	(3_gapdb, 9_gapdb):	1	-	1	=	0
	(3_gapdb, 10_gapdb):	1	-	1	=	0
	(3_gapdb, 11_gapdb):	1	-	1	=	0
	(4_gapdb, 1_gapdb):	1	-	1	=	0
	(4_gapdb, 3_gapdb):	1	-	1	=	0
	(4_gapdb, 5_gapdb):	1	-	1	=	0
	(4_gapdb, 6_gapdb):	1	-	1	=	0
	(4_gapdb, 7_gapdb):	1	-	1	=	0
	(4_gapdb, 9_gapdb):	1	-	1	=	0
	(4_gapdb, 10_gapdb):	1	-	1	=	0
	(4_gapdb, 11_gapdb):	1	-	1	=	0
	(5_gapdb, 1_gapdb):	1	-	1	=	0
	(5_gapdb, 3_gapdb):	1	-	1	=	0
	(5_gapdb, 4_gapdb):	1	-	1	=	0
	(5_gapdb, 6_gapdb):	1	-	1	=	0
	(5_gapdb, 7_gapdb):	1	-	1	=	0
	(5_gapdb, 9_gapdb):	1	-	1	=	0
	(5_gapdb, 10_gapdb):	1	-	1	=	0
	(5_gapdb, 11_gapdb):	1	-	1	=	0
	(6_gapdb, 1_gapdb):	1	-	1	=	0
	(6_gapdb, 3_gapdb):	1	-	1	=	0
	(6_gapdb, 4_gapdb):	1	-	1	=	0
	(6_gapdb, 5_gapdb):	1	-	1	=	0
	(6_gapdb, 7_gapdb):	1	-	1	=	0
	(6_gapdb, 9_gapdb):	1	-	1	=	0
	(6_gapdb, 10_gapdb):	1	-	1	=	0
	(6_gapdb, 11_gapdb):	1	-	1	=	0
	(7_gapdb, 1_gapdb):	1	-	1	=	0
	(7_gapdb, 3_gapdb):	1	-	1	=	0
	(7_gapdb, 4_gapdb):	1	-	1	=	0
	(7_gapdb, 5_gapdb):	1	-	1	=	0
	(7_gapdb, 6_gapdb):	1	-	1	=	0
	(7_gapdb, 9_gapdb):	1	-	1	=	0
	(7_gapdb, 10_gapdb):	1	-	1	=	0
	(7_gapdb, 11_gapdb):	1	-	1	=	0
	(9_gapdb, 1_gapdb):	1	-	1	=	0
	(9_gapdb, 3_gapdb):	1	-	1	=	0
	(9_gapdb, 4_gapdb):	1	-	1	=	0
	(9_gapdb, 5_gapdb):	1	-	1	=	0
	(9_gapdb, 6_gapdb):	1	-	1	=	0
	(9_gapdb, 7_gapdb):	1	-	1	=	0
	(9_gapdb, 10_gapdb):	1	-	1	=	0
	(9_gapdb, 11_gapdb):	1	-	1	=	0
	(10_gapdb, 1_gapdb):	1	-	1	=	0
	(10_gapdb, 3_gapdb):	1	-	1	=	0
	(10_gapdb, 4_gapdb):	1	-	1	=	0
	(10_gapdb, 5_gapdb):	1	-	1	=	0
	(10_gapdb, 6_gapdb):	1	-	1	=	0
	(10_gapdb, 7_gapdb):	1	-	1	=	0
	(10_gapdb, 9_gapdb):	1	-	1	=	0
	(10_gapdb, 11_gapdb):	1	-	1	=	0
	(11_gapdb, 1_gapdb):	1	-	1	=	0
	(11_gapdb, 3_gapdb):	1	-	1	=	0
	(11_gapdb, 4_gapdb):	1	-	1	=	0
	(11_gapdb, 5_gapdb):	1	-	1	=	0
	(11_gapdb, 6_gapdb):	1	-	1	=	0
	(11_gapdb, 7_gapdb):	1	-	1	=	0
	(11_gapdb, 9_gapdb):	1	-	1	=	0
	(11_gapdb, 10_gapdb):	1	-	1	=	0

Measure_3:
	-h1(9):		SS		A*
	10_gapdb		7.40421e+08		58389
	11_gapdb		7.40421e+08		58389
	1_gapdb		7.40421e+08		58389
	3_gapdb		7.40421e+08		58389
	4_gapdb		7.40421e+08		58389
	5_gapdb		7.40421e+08		58389
	6_gapdb		7.40421e+08		58389
	7_gapdb		7.40421e+08		58389
	9_gapdb		7.40421e+08		58389

	-h2(9):		SS		A*
	10_gapdb		7.40421e+08		58389
	11_gapdb		7.40421e+08		58389
	1_gapdb		7.40421e+08		58389
	3_gapdb		7.40421e+08		58389
	4_gapdb		7.40421e+08		58389
	5_gapdb		7.40421e+08		58389
	6_gapdb		7.40421e+08		58389
	7_gapdb		7.40421e+08		58389
	9_gapdb		7.40421e+08		58389



instance_name: p04_F_27.csv

A*:		{(0_gapdb, 1.77781e+06),(1_ipdb, 1.77781e+06),(2_gapdb, 1.77781e+06),(3_gapdb, 1.77781e+06),(4_gapdb, 1.77781e+06),(5_gapdb, 1.77781e+06),(6_gapdb, 1.77781e+06),(7_gapdb, 1.77781e+06),(8_gapdb, 1.77781e+06),(9_gapdb, 1.77781e+06),(10_gapdb, 1.77781e+06),}
ss:		{(0_gapdb, 3.00455e+11),(1_ipdb, 8.11085e+08),(2_gapdb, 3.00455e+11),(3_gapdb, 3.00455e+11),(4_gapdb, 3.00455e+11),(5_gapdb, 3.00455e+11),(6_gapdb, 3.00455e+11),(7_gapdb, 1.91513e+10),(8_gapdb, 3.00455e+11),(9_gapdb, 3.00455e+11),(10_gapdb, 3.00455e+11),(11_lmcut, 7098.77),}


instance_name: p05_F_27.csv

A*:		{(0_gapdb, 4.43809e+07),(1_gapdb, 4.43809e+07),(2_gapdb, 4.43809e+07),(3_gapdb, 4.43809e+07),(4_gapdb, 4.43809e+07),(5_gapdb, 4.43809e+07),(6_gapdb, 4.43809e+07),(7_gapdb, 4.43809e+07),(8_gapdb, 4.43809e+07),(9_gapdb, 4.43809e+07),(11_ipdb, 4.43809e+07),}
ss:		{(0_gapdb, 3.92904e+11),(1_gapdb, 3.92904e+11),(2_gapdb, 3.92904e+11),(3_gapdb, 1.17465e+11),(4_gapdb, 1.17465e+11),(5_gapdb, 3.92904e+11),(6_gapdb, 1.17465e+11),(7_gapdb, 3.92904e+11),(8_gapdb, 1.17465e+11),(9_gapdb, 1.17465e+11),(10_lmcut, 24901.5),(11_ipdb, 7.87675e+08),}


instance_name: p06_F_30.csv

A*:		{(0_gapdb, 4.58151e+06),(1_gapdb, 4.58151e+06),(2_gapdb, 4.58151e+06),(3_gapdb, 4.58151e+06),(4_gapdb, 4.58151e+06),(5_gapdb, 4.58151e+06),(6_gapdb, 4.58151e+06),(8_gapdb, 4.58151e+06),(9_gapdb, 4.58151e+06),(10_gapdb, 4.58151e+06),(11_ipdb, 4.58151e+06),}
ss:		{(0_gapdb, 3.13845e+11),(1_gapdb, 9.76884e+10),(2_gapdb, 9.76884e+10),(3_gapdb, 9.76884e+10),(4_gapdb, 9.76884e+10),(5_gapdb, 3.13845e+11),(6_gapdb, 9.76884e+10),(7_lmcut, 10647.5),(8_gapdb, 2.99862e+10),(9_gapdb, 9.76884e+10),(10_gapdb, 9.76884e+10),(11_ipdb, 2.25359e+08),}


instance_name: p07_F_17.csv

A*:		{(0_gapdb, 85479),(1_gapdb, 85479),(2_gapdb, 85479),(3_gapdb, 85479),(4_gapdb, 85479),(5_gapdb, 85479),(6_lmcut, 85216),(7_gapdb, 85479),(8_gapdb, 85479),(9_gapdb, 85479),(10_ipdb, 85479),(11_gapdb, 85479),}
ss:		{(0_gapdb, 4.27372e+08),(1_gapdb, 4.248e+08),(2_gapdb, 4.25797e+08),(3_gapdb, 1.20639e+08),(4_gapdb, 1.20455e+08),(5_gapdb, 1.19681e+08),(6_lmcut, 143214),(7_gapdb, 4.25797e+08),(8_gapdb, 1.2064e+08),(9_gapdb, 4.25797e+08),(10_ipdb, 5.81191e+06),(11_gapdb, 4.27372e+08),}

Measure_1:

-A* h1/h2
	1	1	1	1	1	1	1.00309	1	1	1	1	1
	1	1	1	1	1	1	1.00309	1	1	1	1	1
	1	1	1	1	1	1	1.00309	1	1	1	1	1
	1	1	1	1	1	1	1.00309	1	1	1	1	1
	1	1	1	1	1	1	1.00309	1	1	1	1	1
	1	1	1	1	1	1	1.00309	1	1	1	1	1
	0.996923	0.996923	0.996923	0.996923	0.996923	0.996923	1	0.996923	0.996923	0.996923	0.996923	0.996923
	1	1	1	1	1	1	1.00309	1	1	1	1	1
	1	1	1	1	1	1	1.00309	1	1	1	1	1
	1	1	1	1	1	1	1.00309	1	1	1	1	1
	1	1	1	1	1	1	1.00309	1	1	1	1	1
	1	1	1	1	1	1	1.00309	1	1	1	1	1

-ss h1/h2
	1	1.00605	1.0037	3.54257	3.54799	3.57092	2984.15	1.0037	3.54255	1.0037	73.5338	1
	0.993982	1	0.997659	3.52125	3.52664	3.54943	2966.19	0.997659	3.52123	0.997659	73.0913	0.993982
	0.996314	1.00235	1	3.52952	3.53491	3.55776	2973.15	1	3.52949	1	73.2628	0.996314
	0.282281	0.28399	0.283325	1	1.00153	1.008	842.368	0.283325	0.999993	0.283325	20.7572	0.282281
	0.28185	0.283556	0.282892	0.998474	1	1.00646	841.082	0.282892	0.998467	0.282892	20.7255	0.28185
	0.28004	0.281736	0.281076	0.992062	0.993579	1	835.682	0.281076	0.992056	0.281076	20.5924	0.28004
	0.000335104	0.000337133	0.000336343	0.00118713	0.00118894	0.00119663	1	0.000336343	0.00118712	0.000336343	0.0246415	0.000335104
	0.996314	1.00235	1	3.52952	3.53491	3.55776	2973.15	1	3.52949	1	73.2628	0.996314
	0.282283	0.283992	0.283327	1.00001	1.00154	1.00801	842.374	0.283327	1	0.283327	20.7573	0.282283
	0.996314	1.00235	1	3.52952	3.53491	3.55776	2973.15	1	3.52949	1	73.2628	0.996314
	0.0135992	0.0136815	0.0136495	0.0481761	0.0482497	0.0485616	40.582	0.0136495	0.0481758	0.0136495	1	0.0135992
	1	1.00605	1.0037	3.54257	3.54799	3.57092	2984.15	1.0037	3.54255	1.0037	73.5338	1

Measure_2:
- The heuristics that have the similar ratio are:
	(h1     ,h2     ):	fracss	-	fracastar	=	diff
	(5_gapdb, 8_gapdb):	0.992056	-	1	=	-0.00794444
	(5_gapdb, 3_gapdb):	0.992062	-	1	=	-0.00793772
	(5_gapdb, 4_gapdb):	0.993579	-	1	=	-0.00642112
	(1_gapdb, 0_gapdb):	0.993982	-	1	=	-0.00601822
	(1_gapdb, 11_gapdb):	0.993982	-	1	=	-0.00601822
	(2_gapdb, 0_gapdb):	0.996314	-	1	=	-0.00368585
	(2_gapdb, 11_gapdb):	0.996314	-	1	=	-0.00368585
	(7_gapdb, 0_gapdb):	0.996314	-	1	=	-0.00368585
	(7_gapdb, 11_gapdb):	0.996314	-	1	=	-0.00368585
	(9_gapdb, 0_gapdb):	0.996314	-	1	=	-0.00368585
	(9_gapdb, 11_gapdb):	0.996314	-	1	=	-0.00368585
	(1_gapdb, 2_gapdb):	0.997659	-	1	=	-0.002341
	(1_gapdb, 7_gapdb):	0.997659	-	1	=	-0.002341
	(1_gapdb, 9_gapdb):	0.997659	-	1	=	-0.002341
	(4_gapdb, 8_gapdb):	0.998467	-	1	=	-0.00153317
	(4_gapdb, 3_gapdb):	0.998474	-	1	=	-0.0015264
	(3_gapdb, 8_gapdb):	0.999993	-	1	=	-6.77275e-06
	(0_gapdb, 11_gapdb):	1	-	1	=	0
	(2_gapdb, 7_gapdb):	1	-	1	=	0
	(2_gapdb, 9_gapdb):	1	-	1	=	0
	(7_gapdb, 2_gapdb):	1	-	1	=	0
	(7_gapdb, 9_gapdb):	1	-	1	=	0
	(9_gapdb, 2_gapdb):	1	-	1	=	0
	(9_gapdb, 7_gapdb):	1	-	1	=	0
	(11_gapdb, 0_gapdb):	1	-	1	=	0
	(8_gapdb, 3_gapdb):	1.00001	-	1	=	6.7728e-06
	(3_gapdb, 4_gapdb):	1.00153	-	1	=	0.00152874
	(8_gapdb, 4_gapdb):	1.00154	-	1	=	0.00153552
